report_date,region,staffed_beds,occupied_beds,adult_covid,covid_per_cap,pediatric_covid,occupied_icu_beds,staffed_icu_beds,adult_covid_icu
2020-11-06,Missouri,15607.300000000001,10542.799999999996,2137.6,136.9615500438897,26.799999999999997,1506.6000000000001,1987.1000000000001,500.9000000000001
2020-11-13,Missouri,15500.099999999999,10328.900000000003,2519.5999999999995,162.55378997554854,32.400000000000006,1559.2000000000003,2014.8,617.1
2020-11-20,Missouri,13070.499999999996,10101.899999999996,2614.7999999999997,200.05355571707284,38.2,1559.3999999999996,1834.4999999999998,654.4
2020-11-27,Missouri,12856.000000000002,9832.2,2574,200.2177971375233,37.2,1563.5,1823.8000000000002,651.4000000000001
2020-12-04,Missouri,12930.300000000003,10362.600000000002,2556.2000000000003,197.69069549817095,39.1,1580.1999999999996,1808.2000000000003,629.6999999999998
2020-12-11,Missouri,13385.000000000004,10386.099999999999,2501.1999999999994,186.86589465819938,52.99999999999999,1552.8000000000002,1846.8000000000004,602.8
2020-12-18,Missouri,13428.900000000001,10225.299999999997,2616,194.8037441637066,49.800000000000004,1546.6999999999998,1847.2999999999997,669.1000000000001
2020-12-25,Missouri,13258.4,9699.599999999997,2570.2,193.854462076872,33.4,1507.4000000000003,1838.3,641.7
2021-01-01,Missouri,13449.700000000003,10307.499999999998,2627.3,195.34264704788953,28.700000000000003,1525.5000000000002,1858.6000000000001,627.3
2021-01-08,Missouri,13400.999999999998,10587.200000000003,2451.1,182.90426087605405,45.8,1558.3999999999996,1844.2999999999997,586.5
2021-01-15,Missouri,13267.800000000003,10362.899999999998,2202.3,165.98833265499928,61.2,1513.9000000000003,1812.2,522
2021-01-22,Missouri,13190.199999999999,10143.599999999997,1814.4999999999998,137.564252247881,52.699999999999996,1459.6000000000001,1792.8000000000004,417.8999999999999
2021-01-29,Missouri,13132.699999999997,9946.699999999999,1573.5000000000005,119.81542257113928,50.599999999999994,1410.4000000000005,1758.1999999999996,381.69999999999993
2021-02-05,Missouri,13052.4,9824.5,1377.5,105.53614660905275,46.3,1370.3,1739.6,328.1
2021-02-12,Missouri,12909.699999999999,9531.200000000003,1181.6,91.52807578797338,30.8,1331.8000000000002,1713.2999999999997,293.9999999999999
2021-02-19,Missouri,13099.199999999999,9934.700000000004,1076.8999999999999,82.21112739709295,35.4,1357.2000000000003,1736.6000000000004,232
2021-02-26,Missouri,13167.099999999999,10068.3,907.7,68.93697169460248,33.8,1364.9999999999998,1714.3999999999994,197.9
2021-03-05,Missouri,13054.800000000003,9779.700000000006,793.1000000000001,60.75160094371419,32.2,1295.9000000000003,1701.4999999999998,174.8
2021-03-12,Missouri,13061.599999999997,9745.5,742.9999999999999,56.884302076315315,33.1,1309.9,1710.2999999999997,159.39999999999998
2021-03-19,Missouri,12930.9,9736.799999999997,723.0999999999998,55.920314904608325,31.4,1283,1688.8999999999996,159.7
2021-03-26,Missouri,12843.999999999996,9711.199999999993,663,51.619433198380584,33.099999999999994,1278.1,1662.3000000000002,131
2021-04-02,Missouri,12728.8,9651.199999999999,665.3000000000001,52.26729935264912,31.4,1269.2000000000003,1663.5,113.79999999999998
2021-04-09,Missouri,12848,10023.300000000001,669.3000000000002,52.09371108343713,29.4,1332.9,1699.2,129.9
2021-04-16,Missouri,12811.699999999999,9863.999999999998,635.2,49.57968107276943,30.4,1325.2,1699.8000000000002,126.8
2021-04-23,Missouri,12909.499999999996,10113.500000000002,663.9000000000001,51.427243502846764,38.8,1337.2999999999997,1710.7,146.1
2021-04-30,Missouri,12902,10078.3,659.3000000000001,51.10060455743296,33.2,1316.3999999999999,1702.9,139.5
2021-05-07,Missouri,12799.700000000003,9885.300000000003,688.4999999999999,53.79032321070023,31.799999999999997,1286.5000000000002,1701.6000000000001,146.2
2021-05-14,Missouri,12811.200000000003,9921.3,586.8000000000001,45.80367178718621,34.5,1280.7,1700.3000000000002,134.79999999999998
2021-05-21,Missouri,12818.400000000003,10146.3,543.4000000000001,42.39218623229108,28,1332.8999999999999,1698.2000000000003,132.5
2021-05-28,Missouri,12727.9,9842.800000000001,555.8000000000001,43.66784779892992,17.6,1317.8000000000002,1692.0999999999997,138.6
2021-06-04,Missouri,12812.899999999998,10211.599999999999,572.9,44.712750431206054,13,1366.2999999999997,1709.3999999999999,139.10000000000002
2021-06-11,Missouri,12766.4,10171.300000000003,643.2999999999998,50.39008647700212,15.4,1370.6,1737.3,158.2
2020-07-31,Outstate,7872.2,4690.499999999999,454.19999999999993,57.69670486014074,0,678,1081.6,107.79999999999998
2020-08-07,Outstate,7702.799999999999,4360.0999999999985,421.29999999999995,54.69439684270655,0,660.7000000000003,1080.6,120.19999999999997
2020-08-14,Outstate,8050.6,4502.2,439.5,54.59220430775346,0,676.1999999999997,1100.4,124.50000000000001
2020-08-21,Outstate,7989.0999999999985,4472.9,464.5,58.14171809089886,0,728.0000000000001,1196,117.59999999999998
2020-08-28,Outstate,8049.7,4516.3,479.99999999999994,59.62955141185385,0,750.4,1227.6000000000001,119.2
2020-09-04,Outstate,8989.400000000001,4934.100000000001,500.09999999999997,55.63218902262663,0,745.4000000000001,1230.4999999999998,131.9
2020-09-11,Outstate,9056.5,5115.0999999999985,526.2999999999998,58.112957544305175,0,779.5999999999999,1232.1999999999998,145.9
2020-09-18,Outstate,9735.200000000003,5547.800000000003,554.3000000000001,56.9377105760539,0,829.4000000000001,1282.7,182.3
2020-09-25,Outstate,9877.400000000001,5739.800000000002,657.7,66.58634863425597,5,851.8000000000001,1293.9999999999998,216.1
2020-10-02,Outstate,10318.600000000004,6056.3,729.3000000000002,70.67819277809004,4.1,853.2000000000002,1321.9,219.3
2020-10-09,Outstate,10264,6245.199999999999,823.9999999999999,80.28059236165237,7,899.5,1316.6000000000001,251.89999999999998
2020-10-16,Outstate,10508.199999999999,6162.5999999999985,860.0999999999999,81.85036447726537,13.5,906.5,1323,276.4
2020-10-23,Outstate,10334.300000000003,6087.799999999998,841.0000000000002,81.37948385473618,4,837.3,1303.5,252.09999999999997
2020-10-30,Outstate,10188.500000000002,6171.4000000000005,983.2000000000002,96.50095696127987,5.9,914.1,1288.8999999999999,291
2020-11-06,Outstate,9865.5,6363.200000000001,1277.1000000000001,129.45111753078913,6,887,1167.6,331.9000000000001
2020-11-13,Outstate,9779.2,6339.800000000002,1519.3000000000002,155.36035667539267,6.3,911.6,1189.4,399.1000000000001
2020-11-20,Outstate,8519.699999999999,6203.7999999999965,1589.3999999999999,186.55586464312123,10.3,918.9000000000001,1157.1000000000001,426.3
2020-11-27,Outstate,8420.300000000001,6066.800000000001,1578.8,187.49925774616102,8,904.5999999999999,1132.3,430.00000000000006
2020-12-04,Outstate,8453.999999999998,6355.000000000002,1580.9,187.00023657440272,10.3,941.5999999999998,1132.1,429.7
2020-12-11,Outstate,8612.899999999998,6305.5999999999985,1503.099999999999,174.51729382670172,16,909.9999999999999,1156.5,373.6
2020-12-18,Outstate,8562.9,6128.9000000000015,1477.0000000000005,172.48829251772185,16.3,883.7000000000002,1151.1000000000001,383.4000000000001
2020-12-25,Outstate,8437.199999999999,5867.199999999998,1414.1000000000004,167.60299625468173,6,848.3,1154.3999999999999,357.09999999999997
2021-01-01,Outstate,8568.1,6249.7999999999975,1487,173.55072886637643,6,874.6999999999998,1159.1,363.7
2021-01-08,Outstate,8657.5,6430.399999999998,1397.2,161.38608143228413,6,879,1142.7999999999997,321.4
2021-01-15,Outstate,8655.200000000003,6234.2000000000035,1192.4000000000003,137.76689157962844,6,849.2999999999998,1135.4,282.00000000000006
2021-01-22,Outstate,8618.199999999999,6254.5,1013.8000000000002,117.63477292242003,11,829.6000000000003,1135.7000000000003,220
2021-01-29,Outstate,8566.5,6099.100000000002,872.1999999999999,101.81521041265393,9.3,791.9999999999999,1116.1,179.70000000000002
2021-02-05,Outstate,8517.300000000001,5993.200000000001,707.6,83.07797071842015,4,750.2,1104.8000000000002,144.6
2021-02-12,Outstate,8516.9,5907.1,609.5,71.56359708344586,4.9,746.9000000000002,1098.0000000000002,120.1
2021-02-19,Outstate,8578.800000000005,6132.7,565.1,65.87168368536389,5.6,772.8999999999999,1108.4000000000003,104.3
2021-02-26,Outstate,8643.3,6155.7000000000035,454.69999999999993,52.607221778718774,6,788.9,1101.1999999999998,78.99999999999999
2021-03-05,Outstate,8543.7,5899.800000000001,361.30000000000007,42.288469866685396,6.3,728.3999999999999,1086.9,54.7
2021-03-12,Outstate,8562.199999999997,5827.4000000000015,311.9,36.42755366611386,7.6,723,1089.6,57.00000000000001
2021-03-19,Outstate,8556,5895.199999999998,295.09999999999997,34.490416082281435,9.7,736.0000000000001,1090.6999999999998,58.599999999999994
2021-03-26,Outstate,8559.800000000001,5990.099999999998,248.5,29.03105212738615,11,725.3,1079.3,27.5
2021-04-02,Outstate,8438.399999999996,5815.800000000003,241.20000000000002,28.58361774744029,11.9,699.2000000000002,1072.5000000000002,28.9
2021-04-09,Outstate,8458.1,6020.399999999999,228.1,26.968231635946605,12,729.5999999999999,1090.4,35.2
2021-04-16,Outstate,8391.5,5891.599999999997,216.4,25.78799976166359,12,734.2,1085.3000000000002,31.1
2021-04-23,Outstate,8478.899999999998,6086.5,240.89999999999995,28.41170434844143,12,759,1095.1000000000001,44
2021-04-30,Outstate,8493.2,6133.600000000002,224.49999999999997,26.432911034710116,12,741.5,1083.1999999999998,39.400000000000006
2021-05-07,Outstate,8402.6,5883.100000000001,254.9,30.335848427867564,12.9,730.1000000000001,1084.0000000000002,37.199999999999996
2021-05-14,Outstate,8412.899999999998,5901.000000000001,203.6,24.200929524896296,13.3,709.4,1086.8000000000002,32.8
2021-05-21,Outstate,8392.2,6055.7000000000035,186.50000000000003,22.223016610662285,15.6,765.4999999999999,1084.9,37.099999999999994
2021-05-28,Outstate,8349.7,5897.999999999999,203.3,24.348180174137994,0,758.5000000000002,1088.2999999999997,52.7
2021-06-04,Outstate,8399.099999999999,6148.7,262.40000000000003,31.241442535509766,0,775.1000000000001,1093.3,68.2
2021-06-11,Outstate,8368.9,6165.100000000003,331.90000000000003,39.65873651256438,0,787.3999999999999,1095.7999999999997,84.39999999999999
2020-07-31,St. Louis,2940.5,1562.3000000000002,390.3999999999999,132.76653630334974,9.9,313.3,669.9,106.1
2020-08-07,St. Louis,2946.5,1592.6999999999998,374.20000000000005,126.99813337858478,8.4,317.1,686,103.5
2020-08-14,St. Louis,2965.3,1618.8000000000002,366.30000000000007,123.52881664587058,9.6,306.8,689.5999999999999,102.5
2020-08-21,St. Louis,2952.2,1578.3999999999999,360.40000000000003,122.07844996951428,6.9,657.5,962.2,89.3
2020-08-28,St. Louis,3253.7999999999997,1867.7,357.70000000000005,109.93300141373166,6.9,665.8,973.1999999999999,100.69999999999999
2020-09-04,St. Louis,5748.200000000001,3455.7999999999997,324.5,56.4524546814655,11.1,660.6,987.6999999999999,100.10000000000002
2020-09-11,St. Louis,5756.4,3561.7999999999997,335.7,58.317698561601006,8.9,672.1,990.6,106.19999999999999
2020-09-18,St. Louis,5797.799999999999,3548.6000000000004,341.4,58.884404429266276,8,655.9,992.8,99.5
2020-09-25,St. Louis,6604.799999999999,4283.700000000001,356.1,53.91533430232559,11.6,683.8,984.3000000000001,124.7
2020-10-02,St. Louis,6508.200000000001,4161.9,344.80000000000007,52.97931839832827,11,676,949.4,127.1
2020-10-09,St. Louis,6572.200000000001,4314.499999999999,377.59999999999997,57.45412495054927,6.4,691.7,951,126.80000000000001
2020-10-16,St. Louis,6772.5,4260.300000000001,426.6,62.990033222591364,6.9,678.2,951.1,131
2020-10-23,St. Louis,6554.8,4161.9,458.0999999999999,69.88771587233782,7.7,684.4,955.5000000000001,141.60000000000002
2020-10-30,St. Louis,6537.9,4228.299999999999,534.7,81.78467091879656,10.4,688.3000000000001,952.7,153.79999999999998
2020-11-06,St. Louis,6470.799999999999,4451.4,753.2,116.39982691475554,13.7,646.4000000000001,872.6,168.4
2020-11-13,St. Louis,6434,4298.9000000000005,901.4000000000001,140.0994715573516,17.4,658.9000000000001,881.8,210.79999999999998
2020-11-20,St. Louis,5245.700000000001,4217.5999999999995,963.8,183.73143717711645,17.9,657.6,752,214.5
2020-11-27,St. Louis,5160.9000000000005,4057.099999999999,962.7,186.53723187816075,15.6,657.4000000000001,760.1,226.60000000000002
2020-12-04,St. Louis,5238.6,4271.1,941.8,179.78085748100636,19.4,679.4,771.7,229.40000000000003
2020-12-11,St. Louis,5494.4,4326.700000000001,990.4,180.25626092020968,27.6,676.6999999999999,775.1999999999999,245.4
2020-12-18,St. Louis,5613.9,4304.9,1093.7,194.8200003562586,26.799999999999997,681,780,279.2
2020-12-25,St. Louis,5594.800000000001,4080.6000000000004,1086.2,194.14456280832198,19.5,671.7,774.5999999999999,267.5
2021-01-01,St. Louis,5622.0999999999995,4326.200000000001,1073.6000000000001,190.96067305811002,12.4,659.8000000000001,780.9,250
2021-01-08,St. Louis,5475.9,4440.799999999999,1010.8000000000002,184.59066089592582,28.1,681.5000000000001,778.4,238.59999999999997
2021-01-15,St. Louis,5380.9000000000005,4446.4000000000015,965.6999999999999,179.46811871619985,42.2,669.6999999999999,747.8,221.1
2021-01-22,St. Louis,5352.6,4319.200000000001,826.6999999999999,154.44830549639423,29.3,656.1,736.4,186
2021-01-29,St. Louis,5345,4225.1,718.8,134.48082319925163,31.2,620.3999999999999,717.8000000000001,166.3
2021-02-05,St. Louis,5302.9,4229.7,650.9999999999999,122.7630164626902,31.2,618.2,716.1,156
2021-02-12,St. Louis,5227.5999999999995,4103.799999999999,563.8,107.85063891652001,19.3,616,703.1,145.5
2021-02-19,St. Louis,5324,4219.2,523.8,98.3846731780616,21.700000000000003,616.7,714.7,116.7
2021-02-26,St. Louis,5326.700000000001,4325.000000000001,463.2,86.95815420429157,22.2,613.4,695.7,109.80000000000001
2021-03-05,St. Louis,5308,4253.499999999999,438.79999999999995,82.66767143933684,19,599.5,697.4,112.69999999999999
2021-03-12,St. Louis,5288.700000000001,4210.9,430.70000000000005,81.4377824418099,18.6,598.4000000000001,697.2,97.60000000000001
2021-03-19,St. Louis,5152.6,4131.7,421.80000000000007,81.86158444280558,14.4,576.5999999999999,688.0999999999999,94.69999999999999
2021-03-26,St. Louis,5093.4000000000015,4109.5,411.29999999999995,80.75156084344442,17.799999999999997,594.2,674.4,92.7
2021-04-02,St. Louis,5074.5,4132.8,400.6,78.94373829933984,19.5,590,672.6,79
2021-04-09,St. Louis,5177.3,4304.9,411.1,79.40432271647384,17.4,614.3,695.5000000000001,91.6
2021-04-16,St. Louis,5194,4253.1,391.5999999999999,75.39468617635733,18.4,596.9,697.4000000000001,88.4
2021-04-23,St. Louis,5199.199999999999,4306.8,393.50000000000006,75.6847207262656,21.4,598.5,690.8999999999999,98.89999999999999
2021-04-30,St. Louis,5203.799999999999,4288.5,378.19999999999993,72.67765863407509,14.9,594.8,692.9999999999999,85
2021-05-07,St. Louis,5189.5999999999995,4280.500000000001,378.4,72.9150608910128,18.9,580.8999999999999,689,104.1
2021-05-14,St. Louis,5185.6,4280.5,315.6,60.860845418080835,15.3,592.1,685.4,87.8
2021-05-21,St. Louis,5219.299999999999,4363.799999999999,279.9,53.62788113348534,12.4,593,690.6999999999999,80.19999999999999
2021-05-28,St. Louis,5167.4,4187.3,274.5,53.12149243333205,17.6,592.1999999999999,687.6,74
2021-06-04,St. Louis,5199.4,4302.700000000001,234.10000000000002,45.024425895295614,13,598.3000000000001,695.1,57
2021-06-11,St. Louis,5186.8,4223.6,232.20000000000002,44.76748669700008,15.4,588.6,720.5000000000001,54.1
